# wavelength = 0.8μm
# effective radius = 10μm
# optical thickness = 5
# sza vza phi I Q U V
 50 177 155  5.86544e-01   1.08258e-02   1.23997e-02  -2.48996e-06
 50 177 160  5.89292e-01   1.29595e-02   1.05115e-02  -1.70340e-06
 50 177 165  5.82174e-01   1.37484e-02   8.56719e-03  -1.34880e-06
 50 177 170  5.79130e-01   1.38892e-02   5.52706e-03  -1.02527e-06
 50 177 175  5.65863e-01   1.47977e-02   2.86248e-03  -3.32534e-07
 50 177 180  5.92863e-01   1.78938e-02   3.13515e-04   1.15321e-07
 50 176   0  5.01251e-01   1.47704e-02   4.52476e-05   1.81589e-08
 50 176   5  5.00782e-01   1.41929e-02  -1.87623e-03  -1.51379e-07
 50 176  10  5.00589e-01   1.34052e-02  -4.21325e-03  -5.70012e-07
 50 176  14  5.02864e-01   1.27713e-02  -6.99061e-03  -1.01190e-06
 50 176  20  5.06617e-01   1.16106e-02  -9.10742e-03  -1.28331e-06
 50 176  25  5.11099e-01   1.00928e-02  -1.10339e-02  -1.64940e-06
 50 176  29  5.15820e-01   8.67341e-03  -1.24442e-02  -2.09459e-06
 50 176  35  5.16785e-01   6.15449e-03  -1.35000e-02  -2.64566e-06
 50 176  40  5.19266e-01   3.76662e-03  -1.47528e-02  -3.19443e-06
 50 176  45  5.22357e-01   1.53863e-03  -1.55071e-02  -3.47354e-06
 50 176  50  5.27444e-01  -1.31890e-03  -1.54514e-02  -3.59442e-06
 50 176  55  5.36307e-01  -3.93373e-03  -1.53513e-02  -3.59225e-06
 50 176  59  5.43574e-01  -6.85819e-03  -1.49759e-02  -3.58695e-06
 50 176  65  5.49888e-01  -9.02926e-03  -1.36062e-02  -3.88617e-06
 50 176  70  5.54455e-01  -1.12369e-02  -1.15026e-02  -4.27243e-06
 50 176  75  5.57633e-01  -1.31154e-02  -9.30589e-03  -4.56809e-06
 50 176  80  5.59712e-01  -1.45454e-02  -7.34117e-03  -4.82939e-06
 50 176  85  5.60732e-01  -1.56315e-02  -4.93019e-03  -5.01248e-06
 50 176  90  5.63119e-01  -1.62890e-02  -1.86717e-03  -5.41327e-06
 50 176  95  5.63187e-01  -1.66885e-02   1.08660e-03  -5.83111e-06
 50 176 100  5.64620e-01  -1.65001e-02   4.29380e-03  -5.38546e-06
 50 176 105  5.67170e-01  -1.53740e-02   6.49595e-03  -5.51377e-06
 50 176 110  5.72303e-01  -1.39682e-02   9.17689e-03  -5.49552e-06
 50 176 115  5.79833e-01  -1.22651e-02   1.11075e-02  -5.30189e-06
 50 176 119  5.82098e-01  -9.94187e-03   1.29669e-02  -5.00717e-06
 50 176 125  5.83599e-01  -6.82915e-03   1.44775e-02  -5.30320e-06
 50 176 130  5.83989e-01  -4.17672e-03   1.52519e-02  -5.25324e-06
 50 176 135  5.86827e-01  -1.37712e-03   1.56915e-02  -4.88917e-06
 50 176 140  5.91225e-01   1.20623e-03   1.58825e-02  -4.59721e-06
 50 176 145  5.98354e-01   4.13993e-03   1.54166e-02  -4.32201e-06
 50 176 150  6.04336e-01   7.65775e-03   1.44669e-02  -3.91535e-06
 50 176 155  6.02520e-01   1.07225e-02   1.29881e-02  -3.47017e-06
 50 176 160  6.06235e-01   1.29778e-02   1.09278e-02  -2.47008e-06
 50 176 165  6.02499e-01   1.38904e-02   8.91305e-03  -1.77980e-06
 50 176 170  5.94335e-01   1.39623e-02   5.64466e-03  -1.19894e-06
 50 176 175  5.87375e-01   1.49925e-02   2.92865e-03  -5.04234e-07
 50 176 180  6.12528e-01   1.81389e-02   3.16506e-04   1.16358e-07
 50 175   0  4.87202e-01   1.44167e-02   4.95436e-05   2.53866e-08
 50 175   5  4.87082e-01   1.38813e-02  -1.78036e-03  -2.08608e-07
 50 175  10  4.88659e-01   1.31033e-02  -4.06855e-03  -7.46137e-07
 50 175  14  4.90139e-01   1.25299e-02  -6.75935e-03  -1.20605e-06
 50 175  20  4.93089e-01   1.14962e-02  -8.74081e-03  -1.46868e-06
 50 175  25  4.96828e-01   9.99844e-03  -1.06088e-02  -2.06324e-06
 50 175  29  5.02143e-01   8.65292e-03  -1.20248e-02  -2.70201e-06
 50 175  35  5.04449e-01   6.34083e-03  -1.31795e-02  -3.25064e-06
 50 175  40  5.07449e-01   4.06968e-03  -1.45573e-02  -3.83106e-06
 50 175  45  5.11312e-01   1.93055e-03  -1.53561e-02  -4.24883e-06
 50 175  50  5.16029e-01  -8.83095e-04  -1.52722e-02  -4.57895e-06
 50 175  55  5.25977e-01  -3.42173e-03  -1.52604e-02  -4.84659e-06
 50 175  59  5.34585e-01  -6.16413e-03  -1.50264e-02  -5.31535e-06
 50 175  65  5.40601e-01  -8.39870e-03  -1.37276e-02  -5.57828e-06
 50 175  70  5.46608e-01  -1.07478e-02  -1.18646e-02  -6.23339e-06
 50 175  75  5.50792e-01  -1.26185e-02  -9.88235e-03  -6.78756e-06
 50 175  80  5.53302e-01  -1.39895e-02  -8.09710e-03  -7.30181e-06
 50 175  85  5.56051e-01  -1.55273e-02  -5.55524e-03  -7.47965e-06
 50 175  90  5.60115e-01  -1.62750e-02  -2.50413e-03  -7.80122e-06
 50 175  95  5.61174e-01  -1.67027e-02   5.04483e-04  -7.88385e-06
 50 175 100  5.63582e-01  -1.65137e-02   3.61145e-03  -7.25734e-06
 50 175 105  5.69415e-01  -1.55167e-02   6.17336e-03  -7.35494e-06
 50 175 110  5.76145e-01  -1.40851e-02   8.83685e-03  -7.20512e-06
 50 175 115  5.85744e-01  -1.24081e-02   1.08233e-02  -6.92659e-06
 50 175 119  5.89114e-01  -1.02272e-02   1.27314e-02  -6.42927e-06
 50 175 125  5.91115e-01  -7.20998e-03   1.43443e-02  -6.27957e-06
 50 175 130  5.91719e-01  -4.43690e-03   1.52124e-02  -6.26656e-06
 50 175 135  5.96290e-01  -1.70118e-03   1.56780e-02  -6.00374e-06
 50 175 140  6.05537e-01   8.67164e-04   1.60902e-02  -5.63865e-06
 50 175 145  6.14015e-01   3.93773e-03   1.56867e-02  -4.99959e-06
 50 175 150  6.18027e-01   7.50128e-03   1.45832e-02  -4.56482e-06
 50 175 155  6.13245e-01   1.04677e-02   1.32778e-02  -4.08328e-06
 50 175 160  6.20185e-01   1.28641e-02   1.11984e-02  -3.08489e-06
 50 175 165  6.21272e-01   1.39614e-02   9.08117e-03  -2.30552e-06
 50 175 170  6.12269e-01   1.40535e-02   5.78014e-03  -1.39268e-06
 50 175 175  6.15931e-01   1.53266e-02   3.03241e-03  -6.88839e-07
 50 175 180  6.35498e-01   1.84001e-02   3.19758e-04   1.16832e-07
 50 174   0  4.78150e-01   1.40757e-02   5.59480e-05   3.35457e-08
 50 174   5  4.77845e-01   1.38094e-02  -1.74534e-03  -2.62113e-07
 50 174  10  4.78517e-01   1.29497e-02  -3.95104e-03  -8.59421e-07
 50 174  14  4.79846e-01   1.23382e-02  -6.51335e-03  -1.32313e-06
 50 174  20  4.83075e-01   1.13733e-02  -8.44771e-03  -1.71703e-06
 50 174  25  4.86793e-01   9.92753e-03  -1.02601e-02  -2.52654e-06
 50 174  29  4.92744e-01   8.71790e-03  -1.17355e-02  -3.29346e-06
 50 174  35  4.96582e-01   6.59436e-03  -1.30733e-02  -3.62525e-06
 50 174  40  4.99731e-01   4.31925e-03  -1.44223e-02  -4.14526e-06
 50 174  45  5.04174e-01   2.04153e-03  -1.51656e-02  -4.49769e-06
 50 174  50  5.07812e-01  -7.07709e-04  -1.50449e-02  -4.89197e-06
 50 174  55  5.17656e-01  -3.07135e-03  -1.50540e-02  -5.37395e-06
 50 174  59  5.26167e-01  -5.66750e-03  -1.49398e-02  -6.17937e-06
 50 174  65  5.32416e-01  -7.86314e-03  -1.37297e-02  -6.75923e-06
 50 174  70  5.39156e-01  -1.02921e-02  -1.19586e-02  -7.41922e-06
 50 174  75  5.44742e-01  -1.21547e-02  -1.02406e-02  -8.12816e-06
 50 174  80  5.48835e-01  -1.36416e-02  -8.58392e-03  -8.85913e-06
 50 174  85  5.53692e-01  -1.52768e-02  -6.03638e-03  -9.13217e-06
 50 174  90  5.57637e-01  -1.61485e-02  -3.08186e-03  -9.38270e-06
 50 174  95  5.60826e-01  -1.67504e-02  -1.21010e-04  -9.38399e-06
 50 174 100  5.65053e-01  -1.65522e-02   2.89887e-03  -9.25783e-06
 50 174 105  5.72492e-01  -1.56364e-02   5.74566e-03  -9.04372e-06
 50 174 110  5.80273e-01  -1.42239e-02   8.48164e-03  -8.63183e-06
 50 174 115  5.90615e-01  -1.26009e-02   1.05853e-02  -8.27534e-06
 50 174 119  5.96496e-01  -1.04990e-02   1.24612e-02  -7.74316e-06
 50 174 125  5.98706e-01  -7.61009e-03   1.41029e-02  -7.50631e-06
 50 174 130  6.03716e-01  -4.80178e-03   1.52257e-02  -7.51854e-06
 50 174 135  6.10770e-01  -2.08209e-03   1.57504e-02  -7.28030e-06
 50 174 140  6.20437e-01   4.95296e-04   1.61950e-02  -6.89177e-06
 50 174 145  6.30751e-01   3.67178e-03   1.59787e-02  -6.16110e-06
 50 174 150  6.32735e-01   7.30590e-03   1.47633e-02  -5.30410e-06
 50 174 155  6.29947e-01   1.02169e-02   1.36518e-02  -4.79703e-06
 50 174 160  6.33853e-01   1.26789e-02   1.14512e-02  -3.78145e-06
 50 174 165  6.35989e-01   1.39146e-02   9.13637e-03  -2.76422e-06
 50 174 170  6.38353e-01   1.42811e-02   5.97154e-03  -1.82557e-06
 50 174 175  6.40578e-01   1.55400e-02   3.11059e-03  -8.89269e-07
 50 174 180  6.57743e-01   1.86349e-02   3.17912e-04   1.17570e-07
 50 173   0  4.68161e-01   1.37249e-02   5.61142e-05   4.05546e-08
 50 173   5  4.68133e-01   1.36099e-02  -1.67631e-03  -3.21722e-07
 50 173  10  4.68192e-01   1.27846e-02  -3.79720e-03  -9.56270e-07
 50 173  14  4.69422e-01   1.21512e-02  -6.25872e-03  -1.42577e-06
 50 173  20  4.72655e-01   1.12401e-02  -8.17651e-03  -2.04115e-06
 50 173  25  4.76133e-01   9.78491e-03  -9.92183e-03  -2.86229e-06
 50 173  29  4.82587e-01   8.65120e-03  -1.14292e-02  -3.38022e-06
