# wavelength = 0.8μm
# effective radius = 10μm
# optical thickness = 5
# sza vza phi I Q U V
 50   3  50  2.33709e-01   4.33834e-03  -1.87981e-02   5.50716e-06
 50   3  55  2.32873e-01   7.42620e-03  -1.78478e-02   6.13237e-06
 50   3  59  2.31871e-01   1.03712e-02  -1.58155e-02   5.98602e-06
 50   3  65  2.30915e-01   1.28486e-02  -1.33813e-02   6.32275e-06
 50   3  70  2.30001e-01   1.49913e-02  -1.08417e-02   6.52020e-06
 50   3  75  2.29115e-01   1.67558e-02  -7.69050e-03   6.06745e-06
 50   3  80  2.28588e-01   1.77080e-02  -4.22337e-03   5.88274e-06
 50   3  85  2.28158e-01   1.76625e-02  -1.13705e-03   5.39221e-06
 50   3  90  2.27781e-01   1.72109e-02   2.00484e-03   5.48266e-06
 50   3  95  2.27555e-01   1.61680e-02   4.91899e-03   5.31300e-06
 50   3 100  2.27047e-01   1.48549e-02   7.63390e-03   4.86631e-06
 50   3 105  2.27070e-01   1.35277e-02   9.91109e-03   4.51469e-06
 50   3 110  2.27712e-01   1.17814e-02   1.15952e-02   4.23097e-06
 50   3 115  2.27777e-01   9.47025e-03   1.34976e-02   4.09374e-06
 50   3 119  2.27532e-01   6.57331e-03   1.49564e-02   3.58644e-06
 50   3 125  2.27349e-01   4.11237e-03   1.60046e-02   3.24059e-06
 50   3 130  2.26932e-01   1.60525e-03   1.63667e-02   3.05255e-06
 50   3 135  2.26681e-01  -1.37510e-03   1.65321e-02   2.84106e-06
 50   3 140  2.26735e-01  -4.21072e-03   1.61447e-02   2.62507e-06
 50   3 145  2.26291e-01  -6.38642e-03   1.53302e-02   2.43664e-06
 50   3 150  2.26014e-01  -8.52909e-03   1.42092e-02   2.12961e-06
 50   3 155  2.25369e-01  -1.05547e-02   1.24716e-02   1.75367e-06
 50   3 160  2.24986e-01  -1.24916e-02   1.01090e-02   1.28593e-06
 50   3 165  2.23881e-01  -1.35295e-02   7.43222e-03   6.75388e-07
 50   3 170  2.23206e-01  -1.45408e-02   5.21077e-03   2.66333e-07
 50   3 175  2.23062e-01  -1.51638e-02   2.39036e-03   1.60263e-07
 50   3 180  2.22974e-01  -1.57927e-02   2.43428e-04  -2.25602e-07
 50   4   0  2.41275e-01  -2.44773e-02  -3.76429e-04  -1.76025e-07
 50   4   5  2.41233e-01  -2.36519e-02  -3.91215e-03   8.05963e-07
 50   4  10  2.41420e-01  -2.25159e-02  -8.31051e-03   1.45246e-06
 50   4  14  2.40734e-01  -2.03808e-02  -1.15535e-02   3.01742e-06
 50   4  20  2.40155e-01  -1.74485e-02  -1.43094e-02   3.93863e-06
