# wavelength = 0.8μm
# effective radius = 10μm
# optical thickness = 5
# sza vza phi I Q U V
 50 176  90  4.52758e-01   4.86882e-03   5.79414e-04  -1.80001e-05
 50 176  95  4.55525e-01   4.88825e-03  -1.89704e-04  -1.91673e-05
 50 176 100  4.59187e-01   4.81927e-03  -1.09269e-03  -1.91864e-05
 50 176 105  4.62645e-01   4.58272e-03  -1.96041e-03  -1.91261e-05
 50 176 110  4.65149e-01   4.13970e-03  -2.60255e-03  -1.91675e-05
 50 176 115  4.68020e-01   3.48096e-03  -3.20246e-03  -1.86702e-05
 50 176 119  4.71129e-01   2.76363e-03  -3.79256e-03  -1.71936e-05
 50 176 125  4.72758e-01   2.00059e-03  -4.21302e-03  -1.50686e-05
 50 176 130  4.73522e-01   1.14376e-03  -4.36815e-03  -1.54816e-05
 50 176 135  4.76688e-01   3.20793e-04  -4.35566e-03  -1.55261e-05
 50 176 140  4.78313e-01  -3.95988e-04  -4.33293e-03  -1.39098e-05
 50 176 145  4.77695e-01  -1.23439e-03  -4.10107e-03  -1.16216e-05
 50 176 150  4.76745e-01  -2.01834e-03  -3.70138e-03  -9.09071e-06
 50 176 155  4.76227e-01  -2.45683e-03  -3.18579e-03  -8.21781e-06
 50 176 160  4.77172e-01  -2.90946e-03  -2.71704e-03  -7.54731e-06
 50 176 165  4.80392e-01  -3.66824e-03  -2.01107e-03  -5.88053e-06
 50 176 170  4.81845e-01  -4.05566e-03  -1.35773e-03  -3.28883e-06
 50 176 175  4.73679e-01  -3.75815e-03  -5.28678e-04  -2.00324e-06
 50 176 180  4.66262e-01  -3.58030e-03   5.34493e-05  -7.91938e-07
 50 175   0  4.27970e-01  -6.05027e-03   1.54924e-04  -3.65539e-07
 50 175   5  4.31875e-01  -5.82153e-03   9.92658e-04  -1.84084e-06
 50 175  10  4.36460e-01  -5.75952e-03   1.96215e-03  -3.68500e-06
 50 175  14  4.36256e-01  -5.56680e-03   2.97480e-03  -5.37207e-06
 50 175  20  4.37200e-01  -4.93576e-03   3.89599e-03  -6.65577e-06
 50 175  25  4.38649e-01  -4.10053e-03   4.56770e-03  -8.10761e-06
 50 175  29  4.39901e-01  -3.27385e-03   5.17499e-03  -9.34045e-06
 50 175  35  4.40764e-01  -2.49796e-03   5.58146e-03  -1.10029e-05
 50 175  40  4.41248e-01  -1.65120e-03   5.89055e-03  -1.28105e-05
 50 175  45  4.40779e-01  -7.04138e-04   6.03981e-03  -1.44132e-05
 50 175  50  4.41455e-01   3.74854e-04   6.01441e-03  -1.58648e-05
 50 175  55  4.42574e-01   1.41223e-03   5.85557e-03  -1.75638e-05
 50 175  59  4.44104e-01   2.28658e-03   5.37769e-03  -1.84513e-05
 50 175  65  4.44773e-01   2.94914e-03   4.92823e-03  -1.81521e-05
