# wavelength = 0.8μm
# effective radius = 10μm
# optical thickness = 5
# sza vza phi I Q U V
 50 172 140  4.92205e-01   1.22384e-04  -3.55666e-03  -2.52770e-05
 50 172 145  4.95649e-01  -5.33079e-04  -3.35053e-03  -2.26850e-05
 50 172 150  4.98901e-01  -1.12029e-03  -3.04265e-03  -1.98749e-05
 50 172 155  5.01838e-01  -1.62699e-03  -2.65035e-03  -1.68716e-05
 50 172 160  5.04274e-01  -2.04595e-03  -2.19207e-03  -1.37027e-05
 50 172 165  5.06202e-01  -2.37321e-03  -1.68414e-03  -1.03984e-05
 50 172 170  5.07620e-01  -2.60685e-03  -1.14103e-03  -6.99054e-06
 50 172 175  5.08493e-01  -2.74664e-03  -5.75794e-04  -3.51286e-06
 50 172 180  5.08787e-01  -2.79314e-03   0.00000e+00   0.00000e+00
 50 171   0  4.21453e-01  -6.88984e-03  -1.48680e-18   4.33114e-21
 50 171   5  4.21542e-01  -6.80285e-03   1.07055e-03  -3.08411e-06
 50 171  10  4.21808e-01  -6.54423e-03   2.11228e-03  -6.15504e-06
 50 171  14  4.22258e-01  -6.12098e-03   3.09704e-03  -9.19937e-06
 50 171  20  4.22897e-01  -5.54468e-03   3.99810e-03  -1.22033e-05
 50 171  25  4.23719e-01  -4.83138e-03   4.79100e-03  -1.51525e-05
